adjustment_key,state,resource,family,observed_output_x,output_addition_y,plausibility_haircut_z,adjusted_output,denominator_units_per_cap,base_cap,adjusted_cap,minimum_operating_floor_cap,documented_working_floor_eligible,final_audited_cap,exception_status,problem_type,adjustment_reason,earliest_commercial_activity_year,flagship_scale_year,representative_max_year,representative_max_output,year_selection_reason,gdp_geography_used,gdp_geography_level,gdp_anchor_year,gdp_value_at_anchor_year,selected_resource_year,selection_mode,gdp_distance_ratio,gdp_comparability_status,target_estimation_method,interpolation_used,comparator_included_in_denominator,comparator_basket_coverage_share,selection_note,counterevidence_status,counterevidence_note,plausibility_1936_status,observed_output_x_reason,y_basis,y_reason,y_counterevidence_trigger,y_quantification_method,z_reason,audit_class,proxy_kind,proxy_native_unit,proxy_to_slot_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,calculation_note
eastern-cape::fishing,Eastern Cape,Fishing,Fishing,1764.5821385016436,0.0,0.0,1764.5821385016436,5950.541160752551,0.29654145578223023,0.29654145578223023,1,no,1,,rounding floor,Applied a one-wharf floor because Eastern Cape still has a real squid fishery centered on the state coast even though the raw formula rounds the result to zero.,,,2018,14504.0,"Representative year keeps the modern squid series in view, but the one-wharf floor is defended by Eastern Cape-specific fishery evidence rather than a generic coastwide assumption.",South Africa,national,2008,10977.146797,2018,gdp_match,0.0865025501464129,,,no,,,Selected candidate year 2018 because its GDP per capita is closest to the GBR 1940 reference anchor.,supports,Eastern Cape fishery evidence still shows squid as the province's key commercial fishery and supports retaining a one-wharf floor.,pass,"Observed x is the discounted squid series, while the floor exists so the row does not disappear under rounding despite a real commercial fishery.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,Report on the profiling of the current,https://www.nda.gov.za/images/Branches/FoodSecurityAgrReform/national-extension-support/natextensionsupp-research-report/profilereport19nov2009.pdf,Section 3.2 General profile of agriculture in the Eastern Cape: squid forms the basis of the province's fishing industry.,Status of the South African marine fishery resources 2025,https://www.dffe.gov.za/sites/default/files/reports/research/fisheries/statusofsouthafrican_marinefisheryresources2025.pdf,"Squid useful statistics table: 2018 commercial jig catches = 13,983 t and hake-trawl squid bycatch = 521 t; combined output = 14,504 t.",Eastern Cape keeps a one-wharf floor because the state-specific profile and the squid catch series both confirm a persistent commercial fishery.
eastern-cape::gold-mine,Eastern Cape,Gold Mine,Gold Mine,0.0,0.0,0.0,,4.638038205553189,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.
eastern-cape::iron-mine,Eastern Cape,Iron Mine,Iron Mine,0.0,0.0,0.0,,63712.72421147216,,,,no,0,manual_zero_exception,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
eastern-cape::lead-mine,Eastern Cape,Lead Mine,Lead Mine,0.0,0.0,0.0,,1424.3862580391383,,,,no,0,manual_zero_exception,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
eastern-cape::sulfur-mine,Eastern Cape,Sulfur Mine,Sulfur Mine,0.0,0.0,0.0,,724.5356827022321,,,,no,0,manual_zero_exception,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
eastern-cape::whaling,Eastern Cape,Whaling,Whaling,0.0,0.0,0.0,,,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit zero retained for whaling because the state fails the commercial whaling slot test.
eastern-cape::gold-fields-discovered,Eastern Cape,Gold Fields (discovered),Gold Fields,0.0,0.0,0.0,,4.638038205553189,,,,no,0,manual_zero_exception,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
eastern-cape::gold-fields-undiscovered,Eastern Cape,Gold Fields (undiscovered),Gold Fields,0.0,0.0,0.0,,4.638038205553189,,,,no,0,manual_zero_exception,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
eastern-cape::oil-discovered,Eastern Cape,Oil (discovered),Oil,0.0,0.0,0.0,,,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Oil (discovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
eastern-cape::oil-undiscovered,Eastern Cape,Oil (undiscovered),Oil,0.0,0.0,0.0,,,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Oil (undiscovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
eastern-cape::rubber-discovered,Eastern Cape,Rubber (discovered),Rubber,0.0,0.0,0.0,,10000.0,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Rubber (discovered) row in the proposal registry.,,,,Explicit zero retained for discovered rubber until localized plantation evidence is frozen.
eastern-cape::rubber-undiscovered,Eastern Cape,Rubber (undiscovered),Rubber,0.0,0.0,0.0,,10000.0,0.0,,,no,0,manual_zero_exception,counterfactual checked and rejected,Latent-rubber model keeps this row as an explicit zero exception because the audited state footprint does not support a bounded plantation slot.,,,1936,0.0,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,,,,,,,,,,,20,,Rubber (undiscovered) is audited from direct effective commercial plantation hectares rather than GDP-selected latex output.,supports,Proposal registry rejects a latent rubber slot here; broad tropical suitability is not enough to keep the cap enabled.,pass,Rubber (undiscovered) now uses direct effective commercial plantation hectares from audited rubber land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Rubber (undiscovered) row in the proposal registry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Eastern Cape analogues are mixed-farming and grazing systems, not rubber-plantation states.",Explicit zero retained under the latent-rubber model because the audited state footprint does not support a bounded plantation slot.
